"","Source","Target","Label","Type","PMID_x","PUB_YEAR","COUNTRY","PMID_y","ACTIVITY","avg_discpline_weight","discipline_classification","activity_weight","normalized_discipline_weight","normalized_activity_weight"
"2601","Kadonaga, James T","Glass, Christopher K",26545075,"Undirected",26545075,2015,"United States",26545075,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2602","Kadonaga, James T","Glass, Christopher K",25639469,"Undirected",25639469,2015,"United States",25639469,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2603","Kadonaga, James T","Russell, Paul",25512493,"Undirected",25512493,2014,"United States",25512493,"P42",17.769638648861,"MULT",13.8376645291934,0.509819324430479,0.217684778940263
"2604","Marmorstein, Ronen","Berger, Shelley L",22020126,"Undirected",22020126,2012,"England",22020126,"P01",17.0292603013881,"NEUR",11.1887024150634,0.48857752000269,0.176013098649202
"2605","Marmorstein, Ronen","Berger, Shelley L",25356520,"Undirected",25356520,2015,"United States",25356520,"P01",16.0412023023155,"PHAR",11.1887024150634,0.460229669405425,0.176013098649202
"2606","Schreiber, Stuart L","Marmorstein, Ronen",19734050,"Undirected",19734050,2009,"England",19734050,"P01",14.7915401120631,"PHAR",11.1887024150634,0.424376271022355,0.176013098649202
"2607","Schreiber, Stuart L","Berger, Shelley L",19734050,"Undirected",19734050,2009,"England",19734050,"P01",14.7915401120631,"PHAR",11.1887024150634,0.424376271022355,0.176013098649202
"2608","Marmorstein, Ronen","Berger, Shelley L",19734050,"Undirected",19734050,2009,"England",19734050,"P01",14.7915401120631,"PHAR",11.1887024150634,0.424376271022355,0.176013098649202
"2609","Marmorstein, Ronen","Lieberman, Paul M",25275136,"Undirected",25275136,2014,"United States",25275136,"P30",9.82458887390086,"IMMU",30.2144436256448,0.281872094389517,0.475313190862196
"2610","Marmorstein, Ronen","Bartolomei, Marisa S",24918163,"Undirected",24918163,2014,"England",24918163,"P01",2.35737175311987,"BIOC",11.1887024150634,0.0676341088502723,0.176013098649202
"2611","Marmorstein, Ronen","Lieberman, Paul M",24918163,"Undirected",24918163,2014,"England",24918163,"P01",2.35737175311987,"BIOC",11.1887024150634,0.0676341088502723,0.176013098649202
"2612","Bartolomei, Marisa S","Lieberman, Paul M",24918163,"Undirected",24918163,2014,"England",24918163,"P01",2.35737175311987,"BIOC",11.1887024150634,0.0676341088502723,0.176013098649202
"2613","Marmorstein, Ronen","Chernoff, Jonathan D",23960073,"Undirected",23960073,2013,"United States",23960073,"P01",2.35737175311987,"BIOC",11.1887024150634,0.0676341088502723,0.176013098649202
"2614","Mango, Susan E","Snyder, Michael P",20174564,"Undirected",20174564,2010,"United States",20174564,"U01",12.6024014121813,"MEDI",63.5674418604651,0.361568847916435,1
"2615","Altman, Russ B","Snyder, Michael P",24618965,"Undirected",24618965,2014,"United States",24618965,"U01",5.77354517611026,"MEDI",63.5674418604651,0.165645737621235,1
"2616","Snyder, Michael P","Weissman, Sherman M",11867748,"Undirected",11867748,2002,"United States",11867748,"R01",10.0635052009904,"MULT",1.71922762437889,0.288726716640376,0.0270457261462985
"2617","Snyder, Michael P","Allison, David B",12463803,"Undirected",12463803,2002,"United States",12463803,"R01",14.171182458888,"NULL.",1.71922762437889,0.406577916992952,0.0270457261462985
"2618","Snyder, Michael P","Weissman, Sherman M",12600945,"Undirected",12600945,2003,"United States",12600945,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2619","Snyder, Michael P","Weissman, Sherman M",20299548,"Undirected",20299548,2010,"United States",20299548,"U54",17.769638648861,"MULT",40.2958230958231,0.509819324430479,0.633906633906634
"2620","Snyder, Michael P","Bustamante, Carlos D",25985263,"Undirected",25985263,2015,"United States",25985263,"P01",17.1055635026475,"CENG",11.1887024150634,0.490766694880508,0.176013098649202
"2621","Snyder, Michael P","Bustamante, Carlos D",26300125,"Undirected",26300125,2015,"United States",26300125,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"2622","Altman, Russ B","Snyder, Michael P",22424236,"Undirected",22424236,2012,"United States",22424236,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"2623","Snyder, Michael P","Weissman, Sherman M",22955619,"Undirected",22955619,2012,"England",22955619,"U54",11.7715919124856,"MULT",40.2958230958231,0.337732531025857,0.633906633906634
"2624","Snyder, Michael P","Longaker, Michael T",22517884,"Undirected",22517884,2012,"United States",22517884,"P01",5.77354517611026,"MEDI",11.1887024150634,0.165645737621235,0.176013098649202
"2625","Snyder, Michael P","Weissman, Sherman M",23836664,"Undirected",23836664,2013,"United States",23836664,"U54",17.769638648861,"MULT",40.2958230958231,0.509819324430479,0.633906633906634
"2626","Snyder, Michael P","Weissman, Sherman M",23267071,"Undirected",23267071,2013,"United States",23267071,"P01",17.769638648861,"MULT",11.1887024150634,0.509819324430479,0.176013098649202
"2627","Snyder, Michael P","Weissman, Sherman M",17567997,"Undirected",17567997,2007,"United States",17567997,"U01",2.35737175311987,"BIOC",63.5674418604651,0.0676341088502723,1
"2628","Snyder, Michael P","Weissman, Sherman M",17568005,"Undirected",17568005,2007,"United States",17568005,"U01",2.35737175311987,"BIOC",63.5674418604651,0.0676341088502723,1
"2629","Snyder, Michael P","Weissman, Sherman M",17119069,"Undirected",17119069,2007,"United States",17119069,"U01",4.06545846461507,"MEDI",63.5674418604651,0.116639923235754,1
"2630","Snyder, Michael P","Weissman, Sherman M",17567988,"Undirected",17567988,2007,"United States",17567988,"U01",4.06545846461507,"MEDI",63.5674418604651,0.116639923235754,1
"2631","Snyder, Michael P","Weissman, Sherman M",22412390,"Undirected",22412390,2012,"United States",22412390,"RC2",12.6024014121813,"MEDI",13.8376645291934,0.361568847916435,0.217684778940263
"2632","Disteche, Christine M","Snyder, Michael P",25409824,"Undirected",25409824,2014,"England",25409824,"RC2",11.7715919124856,"MULT",13.8376645291934,0.337732531025857,0.217684778940263
"2633","Disteche, Christine M","Reh, Thomas A",25409824,"Undirected",25409824,2014,"England",25409824,"RC2",11.7715919124856,"MULT",13.8376645291934,0.337732531025857,0.217684778940263
"2634","Disteche, Christine M","Skoultchi, Arthur I",25409824,"Undirected",25409824,2014,"England",25409824,"RC2",11.7715919124856,"MULT",13.8376645291934,0.337732531025857,0.217684778940263
"2635","Disteche, Christine M","Weissman, Sherman M",25409824,"Undirected",25409824,2014,"England",25409824,"RC2",11.7715919124856,"MULT",13.8376645291934,0.337732531025857,0.217684778940263
"2636","Snyder, Michael P","Reh, Thomas A",25409824,"Undirected",25409824,2014,"England",25409824,"RC2",11.7715919124856,"MULT",13.8376645291934,0.337732531025857,0.217684778940263
"2637","Snyder, Michael P","Skoultchi, Arthur I",25409824,"Undirected",25409824,2014,"England",25409824,"RC2",11.7715919124856,"MULT",13.8376645291934,0.337732531025857,0.217684778940263
"2638","Snyder, Michael P","Weissman, Sherman M",25409824,"Undirected",25409824,2014,"England",25409824,"RC2",11.7715919124856,"MULT",13.8376645291934,0.337732531025857,0.217684778940263
"2639","Reh, Thomas A","Skoultchi, Arthur I",25409824,"Undirected",25409824,2014,"England",25409824,"RC2",11.7715919124856,"MULT",13.8376645291934,0.337732531025857,0.217684778940263
"2640","Reh, Thomas A","Weissman, Sherman M",25409824,"Undirected",25409824,2014,"England",25409824,"RC2",11.7715919124856,"MULT",13.8376645291934,0.337732531025857,0.217684778940263
"2641","Skoultchi, Arthur I","Weissman, Sherman M",25409824,"Undirected",25409824,2014,"England",25409824,"RC2",11.7715919124856,"MULT",13.8376645291934,0.337732531025857,0.217684778940263
"2642","Snyder, Michael P","Weissman, Sherman M",14527995,"Undirected",14527995,2003,"United States",14527995,"P50",10.0635052009904,"MULT",45.6327212020033,0.288726716640376,0.717863105175292
"2643","Snyder, Michael P","Weissman, Sherman M",15539566,"Undirected",15539566,2004,"United States",15539566,"P50",17.769638648861,"MULT",45.6327212020033,0.509819324430479,0.717863105175292
"2644","Snyder, Michael P","Weissman, Sherman M",15082775,"Undirected",15082775,2004,"United States",15082775,"P50",2.35737175311987,"BIOC",45.6327212020033,0.0676341088502723,0.717863105175292
"2645","Snyder, Michael P","Weissman, Sherman M",15591350,"Undirected",15591350,2004,"United States",15591350,"P50",10.0635052009904,"MULT",45.6327212020033,0.288726716640376,0.717863105175292
"2646","Snyder, Michael P","Weissman, Sherman M",15979196,"Undirected",15979196,2005,"England",15979196,"P50",2.35737175311987,"BIOC",45.6327212020033,0.0676341088502723,0.717863105175292
"2647","Snyder, Michael P","Weissman, Sherman M",16319195,"Undirected",16319195,2005,"United States",16319195,"P50",2.35737175311987,"BIOC",45.6327212020033,0.0676341088502723,0.717863105175292
"2648","Snyder, Michael P","Emanuel, Beverly S",17551006,"Undirected",17551006,2007,"United States",17551006,"P50",10.0635052009904,"MULT",45.6327212020033,0.288726716640376,0.717863105175292
"2649","Snyder, Michael P","Weissman, Sherman M",17551006,"Undirected",17551006,2007,"United States",17551006,"P50",10.0635052009904,"MULT",45.6327212020033,0.288726716640376,0.717863105175292
"2650","Emanuel, Beverly S","Weissman, Sherman M",17551006,"Undirected",17551006,2007,"United States",17551006,"P50",10.0635052009904,"MULT",45.6327212020033,0.288726716640376,0.717863105175292
"2651","Snyder, Michael P","Weissman, Sherman M",18487515,"Undirected",18487515,2008,"United States",18487515,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2652","Snyder, Michael P","Weissman, Sherman M",18832167,"Undirected",18832167,2008,"United States",18832167,"P30",17.769638648861,"MULT",30.2144436256448,0.509819324430479,0.475313190862196
"2653","Snyder, Michael P","Weissman, Sherman M",18511261,"Undirected",18511261,2008,"England",18511261,"P50",2.35737175311987,"BIOC",45.6327212020033,0.0676341088502723,0.717863105175292
"2654","Snyder, Michael P","Weissman, Sherman M",20133578,"Undirected",20133578,2010,"United States",20133578,"R01",17.769638648861,"MULT",1.71922762437889,0.509819324430479,0.0270457261462985
"2655","Snyder, Michael P","Weissman, Sherman M",23043118,"Undirected",23043118,2012,"United States",23043118,"R01",17.769638648861,"MULT",1.71922762437889,0.509819324430479,0.0270457261462985
"2656","Snyder, Michael P","Bustamante, Carlos D",22398614,"Undirected",22398614,2012,"United States",22398614,"P50",17.1055635026475,"CENG",45.6327212020033,0.490766694880508,0.717863105175292
"2657","Greenstein, David I","Jorgensen, Erik M",22426883,"Undirected",22426883,2012,"United States",22426883,"R56",2.35737175311987,"BIOC",13.8376645291934,0.0676341088502723,0.217684778940263
"2658","Hannun, Yusuf A","Obeid, Lina M",12154098,"Undirected",12154098,2002,"United States",12154098,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"2659","Hannun, Yusuf A","Obeid, Lina M",11815611,"Undirected",11815611,2002,"United States",11815611,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2660","Hannun, Yusuf A","Obeid, Lina M",12011103,"Undirected",12011103,2002,"United States",12011103,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2661","Hannun, Yusuf A","Obeid, Lina M",11801602,"Undirected",11801602,2002,"United States",11801602,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"2662","Hannun, Yusuf A","Spiegel, Sarah",12855693,"Undirected",12855693,2003,"United States",12855693,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"2663","Hannun, Yusuf A","Obeid, Lina M",12890694,"Undirected",12890694,2003,"United States",12890694,"R37",16.0168295302169,"BIOC",8.29643868878996,0.459530403064034,0.130513961958721
"2664","Hannun, Yusuf A","Obeid, Lina M",15900018,"Undirected",15900018,2005,"United States",15900018,"R01",29.7250328515112,"PHAR",1.71922762437889,0.852825229960578,0.0270457261462985
"2665","Hannun, Yusuf A","Obeid, Lina M",17030510,"Undirected",17030510,2006,"United States",17030510,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2666","Hannun, Yusuf A","Obeid, Lina M",16803890,"Undirected",16803890,2006,"United States",16803890,"P20",2.35737175311987,"BIOC",13.8376645291934,0.0676341088502723,0.217684778940263
"2667","Hannun, Yusuf A","Obeid, Lina M",18326857,"Undirected",18326857,2008,"United States",18326857,"P20",2.35737175311987,"BIOC",13.8376645291934,0.0676341088502723,0.217684778940263
"2668","Hannun, Yusuf A","Markwald, Roger R",18326857,"Undirected",18326857,2008,"United States",18326857,"P20",2.35737175311987,"BIOC",13.8376645291934,0.0676341088502723,0.217684778940263
"2669","Obeid, Lina M","Markwald, Roger R",18326857,"Undirected",18326857,2008,"United States",18326857,"P20",2.35737175311987,"BIOC",13.8376645291934,0.0676341088502723,0.217684778940263
"2670","Hannun, Yusuf A","Obeid, Lina M",19279008,"Undirected",19279008,2009,"United States",19279008,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2671","Hannun, Yusuf A","Obeid, Lina M",19279011,"Undirected",19279011,2009,"United States",19279011,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2672","Hannun, Yusuf A","Obeid, Lina M",20919643,"Undirected",20919643,2010,"United States",20919643,"R37",4.06545846461507,"MEDI",8.29643868878996,0.116639923235754,0.130513961958721
"2673","Hannun, Yusuf A","Obeid, Lina M",20679347,"Undirected",20679347,2010,"United States",20679347,"P01",2.35737175311987,"BIOC",11.1887024150634,0.0676341088502723,0.176013098649202
"2674","Hannun, Yusuf A","Obeid, Lina M",21613224,"Undirected",21613224,2011,"United States",21613224,"P20",2.35737175311987,"BIOC",13.8376645291934,0.0676341088502723,0.217684778940263
"2675","Hannun, Yusuf A","Obeid, Lina M",23935096,"Undirected",23935096,2013,"United States",23935096,"P01",2.35737175311987,"BIOC",11.1887024150634,0.0676341088502723,0.176013098649202
"2676","Hannun, Yusuf A","Obeid, Lina M",23629860,"Undirected",23629860,2013,"United States",23629860,"P30",4.06545846461507,"MEDI",30.2144436256448,0.116639923235754,0.475313190862196
"2677","Hannun, Yusuf A","Obeid, Lina M",23106337,"Undirected",23106337,2013,"England",23106337,"P30",2.35737175311987,"BIOC",30.2144436256448,0.0676341088502723,0.475313190862196
"2678","Hannun, Yusuf A","Obeid, Lina M",24951586,"Undirected",24951586,2014,"United States",24951586,"P01",4.06545846461507,"MEDI",11.1887024150634,0.116639923235754,0.176013098649202
"2679","Hannun, Yusuf A","Obeid, Lina M",24384461,"Undirected",24384461,2014,"Netherlands",24384461,"P01",2.35737175311987,"BIOC",11.1887024150634,0.0676341088502723,0.176013098649202
"2680","Hannun, Yusuf A","Obeid, Lina M",23850862,"Undirected",23850862,2014,"Netherlands",23850862,"P01",2.35737175311987,"BIOC",11.1887024150634,0.0676341088502723,0.176013098649202
"2681","Hannun, Yusuf A","Obeid, Lina M",26312487,"Undirected",26312487,2015,"United States",26312487,"P01",12.6024014121813,"MEDI",11.1887024150634,0.361568847916435,0.176013098649202
"2682","Hannun, Yusuf A","Obeid, Lina M",12124383,"Undirected",12124383,2002,"United States",12124383,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"2683","Hannun, Yusuf A","Obeid, Lina M",12664623,"Undirected",12664623,2002,"United States",12664623,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"2684","Hannun, Yusuf A","Obeid, Lina M",24121461,"Undirected",24121461,2014,"United States",24121461,"R01",4.06545846461507,"MEDI",1.71922762437889,0.116639923235754,0.0270457261462985
"2685","Hannun, Yusuf A","Obeid, Lina M",27609772,"Undirected",27609772,2016,"United States",27609772,"P01",2.35737175311987,"BIOC",11.1887024150634,0.0676341088502723,0.176013098649202
"2686","Hannun, Yusuf A","Obeid, Lina M",26921248,"Undirected",26921248,2016,"United States",26921248,"P01",5.77354517611026,"MEDI",11.1887024150634,0.165645737621235,0.176013098649202
"2687","Hannun, Yusuf A","Obeid, Lina M",27758891,"Undirected",27758891,2016,"United States",27758891,"P01",4.06545846461507,"MEDI",11.1887024150634,0.116639923235754,0.176013098649202
"2688","Hannun, Yusuf A","Obeid, Lina M",26943039,"Undirected",26943039,2016,"United States",26943039,"P20",5.77354517611026,"MEDI",13.8376645291934,0.165645737621235,0.217684778940263
